Fold_date,Total_points,Total_Folders
18-Apr-2023 00 UTC,174502.66,6836
17-Apr-2023 12 UTC,164210.06,6381
17-Apr-2023 00 UTC,156804.36,6210
16-Apr-2023 12 UTC,150245.61,6232
16-Apr-2023 00 UTC,150675.39,6123
15-Apr-2023 12 UTC,148962.72,6130
15-Apr-2023 00 UTC,151465.79,6118
14-Apr-2023 12 UTC,147816.33,5822
14-Apr-2023 00 UTC,146703.08,5649
13-Apr-2023 12 UTC,146684.64,5150
13-Apr-2023 00 UTC,143303.75,4910
12-Apr-2023 12 UTC,150379.42,5146
12-Apr-2023 00 UTC,153821.26,5113
11-Apr-2023 12 UTC,151275.52,5050
11-Apr-2023 00 UTC,248429.77,6121
10-Apr-2023 12 UTC,0,0
10-Apr-2023 00 UTC,164880.45,5032
09-Apr-2023 12 UTC,162873.91,5143
09-Apr-2023 00 UTC,163756.58,5089
08-Apr-2023 12 UTC,162236.08,5039
08-Apr-2023 00 UTC,163990.72,5310
07-Apr-2023 12 UTC,161983.59,5312
07-Apr-2023 00 UTC,164176.01,5350
06-Apr-2023 12 UTC,150973.1,5096
06-Apr-2023 00 UTC,167637.32,5576
05-Apr-2023 12 UTC,161485.4,5422
05-Apr-2023 00 UTC,161733.29,5565
04-Apr-2023 12 UTC,160414.08,5439
04-Apr-2023 00 UTC,174255.29,5515
03-Apr-2023 12 UTC,161765.41,5016
03-Apr-2023 00 UTC,161465.5,5058
02-Apr-2023 12 UTC,165719.86,5180
02-Apr-2023 00 UTC,171821.05,5344
01-Apr-2023 12 UTC,167032.98,5086
01-Apr-2023 00 UTC,164128.7,5404
31-Mar-2023 12 UTC,165079.28,5532
31-Mar-2023 00 UTC,165997.26,5525
30-Mar-2023 12 UTC,166929.38,5597
30-Mar-2023 00 UTC,160023.85,5252
29-Mar-2023 12 UTC,163825.87,5376
29-Mar-2023 00 UTC,163748.0,5269
28-Mar-2023 12 UTC,166947.08,5479
28-Mar-2023 00 UTC,162217.44,5201
27-Mar-2023 12 UTC,161824.51,5256
27-Mar-2023 00 UTC,160859.75,5138
26-Mar-2023 12 UTC,165925.87,5333
26-Mar-2023 00 UTC,162417.49,5247
25-Mar-2023 12 UTC,162159.38,5330
25-Mar-2023 00 UTC,158748.02,5160
24-Mar-2023 12 UTC,160619.62,5267
24-Mar-2023 00 UTC,158182.86,5112
23-Mar-2023 12 UTC,156300.83,5093
23-Mar-2023 00 UTC,154551.68,5051
22-Mar-2023 12 UTC,154080.51,5006
22-Mar-2023 12 UTC,154080.51,5006
21-Mar-2023 12 UTC,146949.9,4875
21-Mar-2023 00 UTC,159263.36,5306
20-Mar-2023 12 UTC,158229.78,5276
20-Mar-2023 00 UTC,157522.05,5193
19-Mar-2023 12 UTC,157392.95,5222
19-Mar-2023 00 UTC,156093.52,5208
18-Mar-2023 12 UTC,142757.61,4123
18-Mar-2023 00 UTC,150298.48,4403
17-Mar-2023 12 UTC,161097.65,5385
17-Mar-2023 00 UTC,166216.26,5873
16-Mar-2023 12 UTC,162450.25,5716
16-Mar-2023 00 UTC,159512.57,5591
15-Mar-2023 12 UTC,162105.04,5755
15-Mar-2023 00 UTC,160975.69,5330
14-Mar-2023 12 UTC,156774.08,5394
14-Mar-2023 00 UTC,161995.68,5706
13-Mar-2023 12 UTC,160935.09,5545
13-Mar-2023 00 UTC,163579.17,5798
12-Mar-2023 12 UTC,162027.5,5648
12-Mar-2023 00 UTC,160768.25,5899
11-Mar-2023 12 UTC,158777.94,5612
11-Mar-2023 00 UTC,158373.81,5549
10-Mar-2023 12 UTC,156544.86,5475
10-Mar-2023 00 UTC,160031.44,5498
09-Mar-2023 12 UTC,158104.77,5506
09-Mar-2023 00 UTC,164532.52,5678
08-Mar-2023 12 UTC,173764.99,6011
08-Mar-2023 00 UTC,170328.63,5706
07-Mar-2023 12 UTC,172280.6,5744
07-Mar-2023 00 UTC,167446.3,5411
06-Mar-2023 12 UTC,163787.42,5351
06-Mar-2023 00 UTC,163877.84,5457
05-Mar-2023 12 UTC,166103.13,5538
05-Mar-2023 00 UTC,165168.6,5526
04-Mar-2023 12 UTC,159383.79,5119
04-Mar-2023 00 UTC,161215.22,5084
03-Mar-2023 12 UTC,175553.83,5316
03-Mar-2023 00 UTC,167067.55,4865
02-Mar-2023 12 UTC,156520.55,4662
02-Mar-2023 00 UTC,155510.77,4624
01-Mar-2023 12 UTC,159406.16,4713
01-Mar-2023 00 UTC,156534.37,4580
28-Feb-2023 12 UTC,153511.56,4476
28-Feb-2023 00 UTC,170308.01,4785
27-Feb-2023 12 UTC,162581.9,4526
27-Feb-2023 00 UTC,161582.78,4477
26-Feb-2023 12 UTC,161858.23,4423
26-Feb-2023 00 UTC,161902.13,4544
25-Feb-2023 12 UTC,159921.32,4465
25-Feb-2023 00 UTC,162017.42,4589
24-Feb-2023 12 UTC,166264.51,4846
24-Feb-2023 00 UTC,164278.23,4561
23-Feb-2023 12 UTC,165576.51,4560
23-Feb-2023 00 UTC,163115.11,4531
22-Feb-2023 12 UTC,161724.72,4426
22-Feb-2023 00 UTC,159006.44,4369
21-Feb-2023 12 UTC,167027.51,4834
21-Feb-2023 00 UTC,163589.91,4699
20-Feb-2023 12 UTC,163241.76,4624
19-Feb-2023 12 UTC,161501.9,4673
19-Feb-2023 00 UTC,159188.14,4495
18-Feb-2023 12 UTC,162848.87,4670
18-Feb-2023 00 UTC,157785.61,4533
17-Feb-2023 12 UTC,163824.57,4792
17-Feb-2023 00 UTC,168436.92,4917
16-Feb-2023 12 UTC,161981.27,4803
16-Feb-2023 00 UTC,154648.78,4613
15-Feb-2023 12 UTC,142962.34,4407
15-Feb-2023 00 UTC,151336.54,4880
14-Feb-2023 12 UTC,150563.03,4886
14-Feb-2023 00 UTC,157981.06,4878
13-Feb-2023 12 UTC,153983.0,4619
13-Feb-2023 00 UTC,148462.69,4690
12-Feb-2023 12 UTC,150914.5,4650
12-Feb-2023 00 UTC,150392.91,4677
11-Feb-2023 12 UTC,131922.95,4274
11-Feb-2023 00 UTC,151275.91,4588
10-Feb-2023 12 UTC,149572.1,4545
10-Feb-2023 00 UTC,140908.74,4184
09-Feb-2023 12 UTC,149028.15,4330
09-Feb-2023 00 UTC,134807.82,3800
08-Feb-2023 12 UTC,148253.79,4259
08-Feb-2023 00 UTC,150772.38,4453
07-Feb-2023 12 UTC,156680.54,4647
07-Feb-2023 00 UTC,152105.61,4406
06-Feb-2023 12 UTC,222852.51,5309
06-Feb-2023 00 UTC,43200.41,1225
05-Feb-2023 12 UTC,104232.72,2784
05-Feb-2023 00 UTC,15060.01,361
04-Feb-2023 12 UTC,81374.74,2907
04-Feb-2023 00 UTC,108373.73,3375
03-Feb-2023 12 UTC,152878.23,4743
03-Feb-2023 00 UTC,152472.76,4597
02-Feb-2023 12 UTC,153987.47,4561
02-Feb-2023 00 UTC,148557.21,4332
01-Feb-2023 12 UTC,142555.63,4466
01-Feb-2023 00 UTC,150244.0,5172
31-Jan-2023 12 UTC,168519.05,5696
31-Jan-2023 00 UTC,154565.71,5449
30-Jan-2023 12 UTC,155217.52,5289
30-Jan-2023 00 UTC,149051.7,4546
29-Jan-2023 12 UTC,146112.77,4343
29-Jan-2023 00 UTC,144662.52,4355
28-Jan-2023 12 UTC,139753.71,4338
28-Jan-2023 00 UTC,138250.39,4212
27-Jan-2023 12 UTC,141743.58,4308
27-Jan-2023 00 UTC,134959.87,4137
26-Jan-2023 12 UTC,134365.63,4114
26-Jan-2023 00 UTC,127913.55,3814
25-Jan-2023 12 UTC,129382.88,3826
25-Jan-2023 00 UTC,139255.23,4038
24-Jan-2023 12 UTC,139441.31,4178
24-Jan-2023 00 UTC,135027.99,3992
23-Jan-2023 12 UTC,137107.46,4063
23-Jan-2023 00 UTC,139083.22,4086
22-Jan-2023 12 UTC,144027.78,4269
22-Jan-2023 00 UTC,145105.75,4378
21-Jan-2023 12 UTC,145459.37,4366
21-Jan-2023 00 UTC,143599.05,4385
20-Jan-2023 12 UTC,133022.65,4088
20-Jan-2023 00 UTC,142924.05,4433
19-Jan-2023 12 UTC,144120.76,4497
19-Jan-2023 00 UTC,145190.82,4516
18-Jan-2023 12 UTC,138356.07,4340
18-Jan-2023 00 UTC,141404.85,4489
17-Jan-2023 12 UTC,139885.42,4364
17-Jan-2023 00 UTC,140291.4,4477
16-Jan-2023 12 UTC,139924.15,4286
16-Jan-2023 00 UTC,134990.2,4161
15-Jan-2023 12 UTC,138377.74,4269
15-Jan-2023 00 UTC,135793.65,4346
14-Jan-2023 12 UTC,136499.53,4286
14-Jan-2023 00 UTC,131063.02,4005
13-Jan-2023 12 UTC,135419.48,4193
13-Jan-2023 00 UTC,134437.99,4046
12-Jan-2023 12 UTC,140012.66,4050
12-Jan-2023 00 UTC,137321.16,3963
11-Jan-2023 12 UTC,136404.6,3920
11-Jan-2023 00 UTC,134980.66,3964
10-Jan-2023 12 UTC,137672.05,4011
10-Jan-2023 00 UTC,135859.24,3917
09-Jan-2023 12 UTC,145479.46,4181
09-Jan-2023 00 UTC,148216.82,4253
08-Jan-2023 12 UTC,153764.03,4507
08-Jan-2023 00 UTC,148371.59,4255
07-Jan-2023 12 UTC,151718.54,4419
07-Jan-2023 00 UTC,300971.9,6748
06-Jan-2023 12 UTC,0,0
06-Jan-2023 00 UTC,0,0
05-Jan-2023 12 UTC,0,0
05-Jan-2023 00 UTC,170745.15,5026
04-Jan-2023 12 UTC,167665.14,5006
04-Jan-2023 00 UTC,160745.06,4468
03-Jan-2023 12 UTC,162025.27,4348
03-Jan-2023 00 UTC,158159.94,4183
02-Jan-2023 12 UTC,211530.74,5324
02-Jan-2023 00 UTC,97806.93,2656
01-Jan-2023 12 UTC,158527.89,4188
01-Jan-2023 00 UTC,160040.16,4160
31-Dec-2022 12 UTC,160143.28,4329
31-Dec-2022 00 UTC,151240.36,4066
30-Dec-2022 12 UTC,84755.19,2469
30-Dec-2022 00 UTC,100889.11,2838
29-Dec-2022 12 UTC,104057.3,2961
29-Dec-2022 00 UTC,87584.88,2545
28-Dec-2022 12 UTC,89771.96,2537
28-Dec-2022 00 UTC,89295.25,2673
27-Dec-2022 12 UTC,89849.98,2603
27-Dec-2022 00 UTC,91178.42,2689
26-Dec-2022 12 UTC,92487.38,2827
26-Dec-2022 00 UTC,102147.05,2953
25-Dec-2022 12 UTC,107255.78,3187
25-Dec-2022 00 UTC,98015.71,2889
24-Dec-2022 12 UTC,98654.7,2904
24-Dec-2022 00 UTC,109860.34,3066
23-Dec-2022 12 UTC,136736.75,3775
23-Dec-2022 00 UTC,114135.76,3187
22-Dec-2022 12 UTC,128080.48,3405
22-Dec-2022 00 UTC,120876.99,3289
21-Dec-2022 12 UTC,125299.98,3531
21-Dec-2022 00 UTC,106039.45,2961
20-Dec-2022 12 UTC,58713.15,1800
20-Dec-2022 00 UTC,111427.93,3090
19-Dec-2022 12 UTC,110045.14,2939
19-Dec-2022 00 UTC,101429.87,2759
18-Dec-2022 12 UTC,150605.85,4035
08-Dec-2022 12 UTC,143695.05,4128
08-Dec-2022 00 UTC,140034.55,4092
07-Dec-2022 12 UTC,137340.9,4126
07-Dec-2022 00 UTC,130084.79,3766
06-Dec-2022 12 UTC,118720.18,3292
06-Dec-2022 00 UTC,137265.5,3828
05-Dec-2022 12 UTC,141627.79,3980
05-Dec-2022 00 UTC,144399.23,4029
04-Dec-2022 12 UTC,141504.76,4021
04-Dec-2022 00 UTC,144108.56,4116
03-Dec-2022 12 UTC,140049.85,3817
03-Dec-2022 00 UTC,146435.47,4418
02-Dec-2022 12 UTC,147967.81,4473
02-Dec-2022 00 UTC,156158.83,4594
01-Dec-2022 12 UTC,153072.44,4463
01-Dec-2022 00 UTC,159113.55,4802
30-Nov-2022 12 UTC,157020.82,4564
30-Nov-2022 00 UTC,156628.97,4412
29-Nov-2022 12 UTC,152186.39,3941
29-Nov-2022 00 UTC,149627.47,4045
28-Nov-2022 12 UTC,142990.81,3743
28-Nov-2022 00 UTC,138024.65,3581
27-Nov-2022 12 UTC,134660.29,3450
27-Nov-2022 00 UTC,140626.06,3749
26-Nov-2022 12 UTC,140257.82,3664
26-Nov-2022 00 UTC,141073.33,3814
25-Nov-2022 12 UTC,140882.66,3690
25-Nov-2022 00 UTC,140657.32,3849
23-Nov-2022 12 UTC,127492.1,3402
23-Nov-2022 00 UTC,128997.23,3634
22-Nov-2022 12 UTC,125651.01,3470
22-Nov-2022 00 UTC,130850.09,3595
21-Nov-2022 12 UTC,126425.31,3363
21-Nov-2022 00 UTC,133434.25,3567
20-Nov-2022 12 UTC,140234.22,3754
20-Nov-2022 00 UTC,133058.22,3662
19-Nov-2022 12 UTC,141321.4,3934
19-Nov-2022 00 UTC,142236.71,4165
18-Nov-2022 12 UTC,140954.02,4028
18-Nov-2022 00 UTC,144045.97,4250
17-Nov-2022 12 UTC,144251.45,4073
17-Nov-2022 00 UTC,143401.32,4210
16-Nov-2022 12 UTC,139621.15,3770
16-Nov-2022 00 UTC,149211.39,4250
15-Nov-2022 12 UTC,139103.84,3729
15-Nov-2022 00 UTC,150512.43,4104
14-Nov-2022 12 UTC,145724.25,3869
14-Nov-2022 00 UTC,149698.51,3908
13-Nov-2022 12 UTC,144960.71,3651
13-Nov-2022 00 UTC,147968.79,3872
12-Nov-2022 12 UTC,146304.94,3697
12-Nov-2022 00 UTC,150267.88,3932
11-Nov-2022 12 UTC,145904.89,3854
11-Nov-2022 00 UTC,149155.46,3862
10-Nov-2022 12 UTC,144334.08,3824
10-Nov-2022 00 UTC,147051.55,3905
09-Nov-2022 12 UTC,142102.31,3732
09-Nov-2022 00 UTC,143042.89,3854
08-Nov-2022 12 UTC,140108.12,3738
08-Nov-2022 00 UTC,147462.57,4017
07-Nov-2022 12 UTC,142401.73,3760
07-Nov-2022 00 UTC,138159.31,3601
06-Nov-2022 12 UTC,136907.09,3479
06-Nov-2022 00 UTC,140648.05,3680
05-Nov-2022 12 UTC,140638.09,3560
05-Nov-2022 00 UTC,163405.83,3687
04-Nov-2022 12 UTC,17898.62,565
04-Nov-2022 00 UTC,17839.5,575
03-Nov-2022 12 UTC,135507.4,3672
03-Nov-2022 00 UTC,139113.5,3741
02-Nov-2022 12 UTC,139905.26,3880
02-Nov-2022 00 UTC,137603.28,3713
01-Nov-2022 12 UTC,131912.71,3542
01-Nov-2022 00 UTC,139286.52,3860
31-Oct-2022 12 UTC,125173.92,3409
31-Oct-2022 00 UTC,131161.71,3517
30-Oct-2022 12 UTC,127254.06,3456
30-Oct-2022 00 UTC,132954.03,3614
29-Oct-2022 12 UTC,132946.51,3658
29-Oct-2022 00 UTC,132051.46,3679
28-Oct-2022 12 UTC,129869.34,3607
28-Oct-2022 00 UTC,126475.75,3585
27-Oct-2022 12 UTC,124416.93,3466
27-Oct-2022 00 UTC,115975.66,3378
26-Oct-2022 12 UTC,60868.9,1758
26-Oct-2022 00 UTC,74101.51,2134
25-Oct-2022 12 UTC,67262.61,1915
25-Oct-2022 00 UTC,74627.6,2201
24-Oct-2022 12 UTC,74804.75,2164
24-Oct-2022 00 UTC,63675.01,1881
23-Oct-2022 12 UTC,63310.73,1829
23-Oct-2022 00 UTC,77915.5,2264
22-Oct-2022 12 UTC,75631.69,2175
22-Oct-2022 00 UTC,71545.5,2126
21-Oct-2022 12 UTC,81165.01,2327
21-Oct-2022 00 UTC,77300.79,2275
20-Oct-2022 12 UTC,82991.12,2423
20-Oct-2022 00 UTC,66531.98,1998
19-Oct-2022 12 UTC,80866.97,2324
19-Oct-2022 00 UTC,92178.15,2654
18-Oct-2022 12 UTC,57806.63,1744
18-Oct-2022 00 UTC,86053.67,2533
17-Oct-2022 12 UTC,80038.67,2395
17-Oct-2022 00 UTC,87886.64,2597
15-Oct-2022 12 UTC,103923.73,2898
15-Oct-2022 00 UTC,100951.53,2896
14-Oct-2022 12 UTC,103485.46,2946
14-Oct-2022 00 UTC,101814.31,2924
13-Oct-2022 12 UTC,104485.94,2971
13-Oct-2022 00 UTC,97838.61,2853
12-Oct-2022 12 UTC,88815.73,2672
12-Oct-2022 00 UTC,105433.6,2958
11-Oct-2022 12 UTC,105935.72,2918
11-Oct-2022 00 UTC,105272.44,2935
10-Oct-2022 12 UTC,103960.71,2869
10-Oct-2022 00 UTC,105208.48,2931
09-Oct-2022 12 UTC,96887.92,2687
09-Oct-2022 00 UTC,101341.79,2853
08-Oct-2022 12 UTC,100647.02,2807
08-Oct-2022 00 UTC,98465.94,2835
07-Oct-2022 12 UTC,98452.12,2822
07-Oct-2022 00 UTC,96123.54,2713
06-Oct-2022 12 UTC,92055.82,2643
06-Oct-2022 00 UTC,91092.97,2610
05-Oct-2022 12 UTC,90328.89,2562
05-Oct-2022 00 UTC,90505.2,2631
04-Oct-2022 12 UTC,71399.61,2216
04-Oct-2022 00 UTC,70512.83,2142
03-Oct-2022 12 UTC,97903.5,2727
03-Oct-2022 00 UTC,102727.85,2808
02-Oct-2022 12 UTC,95034.71,2686
02-Oct-2022 00 UTC,103483.68,2809
01-Oct-2022 12 UTC,97768.24,2718
01-Oct-2022 00 UTC,102615.0,2842
30-Sep-2022 12 UTC,98241.96,2754
30-Sep-2022 00 UTC,101947.07,2927
29-Sep-2022 12 UTC,99940.02,2850
29-Sep-2022 00 UTC,96173.72,2793
28-Sep-2022 12 UTC,99342.46,2861
28-Sep-2022 00 UTC,92684.71,2741
27-Sep-2022 12 UTC,91284.03,2660
27-Sep-2022 00 UTC,88694.76,2628
26-Sep-2022 12 UTC,90048.28,2622
26-Sep-2022 00 UTC,87383.81,2555
25-Sep-2022 12 UTC,87698.61,2502
25-Sep-2022 00 UTC,87072.86,2521
24-Sep-2022 12 UTC,86199.69,2460
24-Sep-2022 00 UTC,86533.37,2519
23-Sep-2022 12 UTC,83334.08,2476
23-Sep-2022 00 UTC,79898.64,2430
22-Sep-2022 12 UTC,75699.44,2323
22-Sep-2022 00 UTC,85781.06,2597
21-Sep-2022 12 UTC,83233.24,2502
21-Sep-2022 00 UTC,83336.2,2527
20-Sep-2022 12 UTC,78712.77,2444
20-Sep-2022 00 UTC,78946.27,2530
19-Sep-2022 12 UTC,71165.34,2291
19-Sep-2022 00 UTC,73829.46,2325
18-Sep-2022 12 UTC,75668.64,2311
18-Sep-2022 00 UTC,69446.44,2211
17-Sep-2022 12 UTC,62941.68,2135
17-Sep-2022 00 UTC,74155.47,2382
16-Sep-2022 12 UTC,74169.86,2355
16-Sep-2022 00 UTC,71340.82,2339
15-Sep-2022 12 UTC,71143.63,2316
15-Sep-2022 00 UTC,72046.41,2387
14-Sep-2022 12 UTC,69780.85,2332
14-Sep-2022 00 UTC,68057.46,2313
13-Sep-2022 12 UTC,71520.84,2374
13-Sep-2022 00 UTC,71120.29,2347
12-Sep-2022 12 UTC,68448.19,2235
12-Sep-2022 00 UTC,52921.68,1741
11-Sep-2022 12 UTC,54003.9,1709
11-Sep-2022 00 UTC,53773.22,1820
10-Sep-2022 12 UTC,50914.74,1698
10-Sep-2022 00 UTC,52492.36,1767
09-Sep-2022 12 UTC,53507.67,1742
09-Sep-2022 00 UTC,48777.11,1699
08-Sep-2022 12 UTC,50288.39,1677
08-Sep-2022 00 UTC,49109.7,1677
07-Sep-2022 12 UTC,50073.28,1661
07-Sep-2022 00 UTC,51728.35,1736
06-Sep-2022 12 UTC,50827.21,1705
06-Sep-2022 00 UTC,50274.25,1720
05-Sep-2022 12 UTC,52635.71,1683
05-Sep-2022 00 UTC,50257.68,1663
04-Sep-2022 12 UTC,52424.62,1668
04-Sep-2022 00 UTC,49816.29,1655
03-Sep-2022 12 UTC,50889.25,1667
03-Sep-2022 00 UTC,52632.5,1721
02-Sep-2022 12 UTC,54002.55,1776
02-Sep-2022 00 UTC,50063.11,1709
01-Sep-2022 12 UTC,59053.22,1970
01-Sep-2022 00 UTC,71399.04,2331
31-Aug-2022 12 UTC,57921.22,1921
31-Aug-2022 00 UTC,54009.3,1804
30-Aug-2022 12 UTC,60887.59,2071
30-Aug-2022 00 UTC,55953.48,1879
29-Aug-2022 12 UTC,61998.29,1997
29-Aug-2022 00 UTC,59065.02,1897
28-Aug-2022 12 UTC,68870.46,2177
28-Aug-2022 00 UTC,64218.37,2032
27-Aug-2022 12 UTC,71335.04,2165
27-Aug-2022 00 UTC,77084.16,2272
26-Aug-2022 12 UTC,115637.65,2334
26-Aug-2022 00 UTC,0,0
25-Aug-2022 12 UTC,69786.27,2176
25-Aug-2022 00 UTC,110440.51,3424
24-Aug-2022 12 UTC,21444.35,348
24-Aug-2022 00 UTC,0,0
23-Aug-2022 12 UTC,34411.72,596
23-Aug-2022 00 UTC,0,0
22-Aug-2022 12 UTC,135710.47,2311
22-Aug-2022 00 UTC,41654.57,862
21-Aug-2022 12 UTC,0,0
21-Aug-2022 00 UTC,0,0
20-Aug-2022 12 UTC,0,0
20-Aug-2022 00 UTC,0,0
19-Aug-2022 12 UTC,0,0
19-Aug-2022 00 UTC,68202.07,2299
18-Aug-2022 12 UTC,134423.01,3272
18-Aug-2022 00 UTC,0,0
17-Aug-2022 12 UTC,0,0
17-Aug-2022 00 UTC,70358.34,2357
16-Aug-2022 12 UTC,65020.0,2205
16-Aug-2022 00 UTC,70436.84,2287
15-Aug-2022 12 UTC,66346.6,2237
15-Aug-2022 00 UTC,68455.74,2332
14-Aug-2022 12 UTC,65939.2,2251
14-Aug-2022 00 UTC,70181.81,2372
13-Aug-2022 12 UTC,69083.77,2309
13-Aug-2022 00 UTC,68666.41,2381
12-Aug-2022 12 UTC,68671.54,2365
12-Aug-2022 00 UTC,68776.69,2413
11-Aug-2022 12 UTC,68060.67,2313
11-Aug-2022 00 UTC,69475.26,2419
10-Aug-2022 12 UTC,67322.06,2303
10-Aug-2022 00 UTC,69724.46,2392
09-Aug-2022 12 UTC,68805.82,2399
09-Aug-2022 00 UTC,70945.25,2401
08-Aug-2022 12 UTC,67468.15,2290
08-Aug-2022 00 UTC,69407.0,2363
07-Aug-2022 12 UTC,66551.18,2261
07-Aug-2022 00 UTC,66856.89,2302
06-Aug-2022 12 UTC,67282.26,2282
06-Aug-2022 00 UTC,69749.81,2376
05-Aug-2022 12 UTC,66098.98,2268
05-Aug-2022 00 UTC,68824.72,2342
04-Aug-2022 12 UTC,66760.29,2302
04-Aug-2022 00 UTC,68373.95,2372
03-Aug-2022 12 UTC,67845.43,2342
03-Aug-2022 00 UTC,68274.58,2349
02-Aug-2022 12 UTC,67241.39,2379
02-Aug-2022 00 UTC,67962.2,2388
01-Aug-2022 12 UTC,67399.14,2286
01-Aug-2022 00 UTC,70060.49,2357
31-Jul-2022 12 UTC,68117.28,2280
31-Jul-2022 00 UTC,69070.26,2340
30-Jul-2022 12 UTC,65016.49,2186
30-Jul-2022 00 UTC,71344.07,2441
29-Jul-2022 12 UTC,64712.61,2219
29-Jul-2022 00 UTC,70142.49,2471
28-Jul-2022 12 UTC,67302.16,2353
28-Jul-2022 00 UTC,71308.41,2474
27-Jul-2022 12 UTC,68760.25,2349
27-Jul-2022 00 UTC,66464.16,2362
26-Jul-2022 12 UTC,68826.3,2354
26-Jul-2022 00 UTC,70372.14,2408
25-Jul-2022 12 UTC,67834.52,2355
25-Jul-2022 00 UTC,69345.02,2372
24-Jul-2022 12 UTC,65692.34,2279
24-Jul-2022 00 UTC,67578.23,2339
23-Jul-2022 12 UTC,64812.6,2267
23-Jul-2022 00 UTC,66617.61,2376
22-Jul-2022 12 UTC,67728.71,2399
22-Jul-2022 00 UTC,68666.66,2403
21-Jul-2022 12 UTC,66852.45,2269
21-Jul-2022 00 UTC,81888.86,2355
20-Jul-2022 12 UTC,23601.87,800
20-Jul-2022 00 UTC,66310.54,2357
19-Jul-2022 12 UTC,64801.45,2281
19-Jul-2022 00 UTC,65557.07,2302
18-Jul-2022 12 UTC,64563.86,2274
18-Jul-2022 00 UTC,66098.84,2276
17-Jul-2022 12 UTC,64509.8,2182
17-Jul-2022 00 UTC,65572.58,2255
16-Jul-2022 12 UTC,65246.52,2256
16-Jul-2022 00 UTC,67391.72,2315
15-Jul-2022 12 UTC,66455.65,2296
15-Jul-2022 00 UTC,67604.51,2342
14-Jul-2022 12 UTC,66257.64,2264
14-Jul-2022 00 UTC,67264.2,2352
13-Jul-2022 12 UTC,67717.46,2326
13-Jul-2022 00 UTC,66774.64,2356
12-Jul-2022 12 UTC,62564.14,2229
12-Jul-2022 00 UTC,67918.43,2320
11-Jul-2022 12 UTC,66990.51,2292
11-Jul-2022 00 UTC,70059.76,2360
10-Jul-2022 12 UTC,67712.51,2291
10-Jul-2022 00 UTC,69034.11,2307
09-Jul-2022 12 UTC,65940.04,2259
09-Jul-2022 00 UTC,66272.13,2283
08-Jul-2022 12 UTC,66284.15,2306
08-Jul-2022 00 UTC,67733.04,2331
07-Jul-2022 12 UTC,67287.1,2343
07-Jul-2022 00 UTC,68434.46,2385
06-Jul-2022 12 UTC,68634.74,2382
06-Jul-2022 00 UTC,69475.09,2411
05-Jul-2022 12 UTC,68575.97,2370
05-Jul-2022 00 UTC,70117.02,2437
04-Jul-2022 12 UTC,67387.92,2320
04-Jul-2022 00 UTC,70828.15,2409
03-Jul-2022 12 UTC,68380.85,2338
03-Jul-2022 00 UTC,69576.23,2365
02-Jul-2022 12 UTC,67894.81,2348
02-Jul-2022 00 UTC,69214.07,2411
01-Jul-2022 12 UTC,69368.26,2390
01-Jul-2022 00 UTC,69940.93,2487
30-Jun-2022 12 UTC,68288.75,2377
30-Jun-2022 00 UTC,70206.4,2475
29-Jun-2022 12 UTC,70446.93,2455
29-Jun-2022 00 UTC,70939.22,2512
28-Jun-2022 12 UTC,68676.66,2359
28-Jun-2022 00 UTC,70895.56,2441
27-Jun-2022 12 UTC,70033.05,2386
27-Jun-2022 00 UTC,136154.28,3393
26-Jun-2022 12 UTC,0,0
26-Jun-2022 00 UTC,0,0
25-Jun-2022 12 UTC,65429.27,2433
25-Jun-2022 00 UTC,65407.75,2529
24-Jun-2022 12 UTC,65812.39,2464
24-Jun-2022 00 UTC,66712.08,2495
23-Jun-2022 12 UTC,66094.15,2502
23-Jun-2022 00 UTC,68092.02,2569
22-Jun-2022 12 UTC,73185.11,2696
22-Jun-2022 00 UTC,63643.65,2450
21-Jun-2022 12 UTC,71886.89,2607
21-Jun-2022 00 UTC,76048.52,2614
20-Jun-2022 12 UTC,126307.76,2640
20-Jun-2022 00 UTC,0,0
19-Jun-2022 12 UTC,0,0
19-Jun-2022 00 UTC,0,0
18-Jun-2022 12 UTC,67918.93,2473
18-Jun-2022 00 UTC,68347.57,2571
17-Jun-2022 12 UTC,69273.03,2582
17-Jun-2022 00 UTC,71355.75,2656
16-Jun-2022 12 UTC,70178.29,2645
16-Jun-2022 00 UTC,70591.74,2651
15-Jun-2022 12 UTC,72244.23,2689
15-Jun-2022 00 UTC,71521.97,2698
14-Jun-2022 12 UTC,71747.74,2683
14-Jun-2022 00 UTC,73760.74,2694
13-Jun-2022 12 UTC,73713.95,2717
13-Jun-2022 00 UTC,73306.91,2678
12-Jun-2022 12 UTC,74283.89,2732
12-Jun-2022 00 UTC,77150.56,2841
11-Jun-2022 12 UTC,76332.74,2799
11-Jun-2022 00 UTC,71958.96,2719
10-Jun-2022 12 UTC,77940.84,2871
10-Jun-2022 00 UTC,78033.52,2906
09-Jun-2022 12 UTC,78907.06,2925
09-Jun-2022 00 UTC,79196.23,2907
08-Jun-2022 12 UTC,78058.22,2919
08-Jun-2022 00 UTC,77623.36,2806
07-Jun-2022 12 UTC,75883.28,2832
07-Jun-2022 00 UTC,81218.16,2940
06-Jun-2022 12 UTC,82873.73,2935
06-Jun-2022 00 UTC,81695.78,2884
05-Jun-2022 12 UTC,80299.4,2873
05-Jun-2022 00 UTC,81036.8,2875
